resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
C++, OOP, Algorithms, Data Structures, Testing, Git, REST API

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Data Scientist.

Required Skills:
Pandas, Scikit-learn, NumPy, TensorFlow, Machine Learning, Deep Learning, SQL

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
DevOps, Terraform, Kubernetes, CI/CD, Networking, Linux, Azure

Soft Skills:
Problem Solving, Leadership

Completed several projects related to Cloud Engineer.","We are hiring a AI Engineer.

Required Skills:
TensorFlow, NLP, LLM, Transformers, Deep Learning, PyTorch, FastAPI

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Engineering

Experience:
1 year experience

Technical Skills:
Git, Bootstrap, MongoDB, JavaScript, React

Soft Skills:
Time Management, Teamwork

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
Git, Bootstrap, MongoDB, JavaScript, Express, Node.js, REST API

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"Git, Bootstrap, MongoDB, JavaScript",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
6 months internship

Technical Skills:
Linux, Azure, Kubernetes, DevOps, Docker, CI/CD, Terraform

Soft Skills:
Time Management, Analytical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Web Developer.

Required Skills:
Express, Bootstrap, Node.js, MongoDB, CSS, JavaScript, React

Preferred Soft Skills:
Critical Thinking, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Excel, SQL, Reporting, Business Intelligence, Statistics

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Excel, SQL, Reporting, Business Intelligence, Power BI, Data Cleaning, Tableau

Preferred Soft Skills:
Analytical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Excel, SQL, Reporting, Business Intelligence",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Python, C++, Java, Testing, Debugging

Soft Skills:
Problem Solving, Critical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Python, C++, Java, Testing, Algorithms, Git, OOP

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Python, C++, Java, Testing",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
OOP, C++, Algorithms, REST API, Debugging, Testing, Python

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to Software Engineer.","We are hiring a Web Developer.

Required Skills:
Git, CSS, MongoDB, Bootstrap, Express, HTML, JavaScript

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Linux, DevOps, CI/CD, Python, Networking, Terraform, Azure

Soft Skills:
Communication, Problem Solving

Completed several projects related to Cloud Engineer.","We are hiring a AI Engineer.

Required Skills:
FastAPI, Python, Docker, Computer Vision, NLP, Transformers, PyTorch

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
Networking, Kubernetes, Docker, DevOps, Terraform, Python, Azure

Soft Skills:
Communication, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Data Analyst.

Required Skills:
Python, Data Cleaning, Reporting, Statistics, Pandas, Business Intelligence, Power BI

Preferred Soft Skills:
Time Management, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
SQL, TensorFlow, Python, Scikit-learn, NumPy, Machine Learning, Pandas

Soft Skills:
Time Management, Leadership

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
SQL, TensorFlow, Python, Scikit-learn, NumPy, Machine Learning, Pandas

Preferred Soft Skills:
Critical Thinking, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"SQL, TensorFlow, Python, Scikit-learn, NumPy, Machine Learning, Pandas",2,Strong Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
2 years experience

Technical Skills:
Pandas, Reporting, Python, SQL, Tableau, Business Intelligence, Power BI

Soft Skills:
Teamwork, Leadership

Completed several projects related to Data Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Incident Response, Linux, Firewall, SIEM, Cryptography, Penetration Testing

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Docker, Python, CI/CD, Terraform, DevOps

Soft Skills:
Teamwork, Leadership

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Docker, Python, CI/CD, Terraform, Azure, DevOps, Linux

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Docker, Python, CI/CD, Terraform",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
3 years experience

Technical Skills:
Scikit-learn, Statistics, SQL, TensorFlow, NumPy

Soft Skills:
Teamwork, Leadership

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Scikit-learn, Statistics, SQL, TensorFlow, Python, NumPy, Deep Learning

Preferred Soft Skills:
Time Management, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Scikit-learn, Statistics, SQL, TensorFlow",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Power BI, Excel, Tableau, Data Cleaning, Business Intelligence, Pandas, Reporting

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Data Analyst.","We are hiring a AI Engineer.

Required Skills:
FastAPI, LLM, PyTorch, Transformers, Computer Vision, TensorFlow, Deep Learning

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,,0,Weak Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Testing, Java, Data Structures, REST API, OOP, C++, Python

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to Software Engineer.","We are hiring a Data Analyst.

Required Skills:
Reporting, Statistics, Python, Business Intelligence, Power BI, Data Cleaning, Pandas

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Linux, CI/CD, Docker, Terraform, AWS

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Linux, CI/CD, Docker, Terraform, Kubernetes, DevOps, Python

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Linux, CI/CD, Docker, Terraform",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
6 months internship

Technical Skills:
Data Visualization, Pandas, Statistics, Deep Learning, Machine Learning

Soft Skills:
Problem Solving, Communication

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Data Visualization, Pandas, Statistics, Deep Learning, Machine Learning, Scikit-learn, TensorFlow

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Data Visualization, Pandas, Statistics, Deep Learning",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
Pandas, Machine Learning, Statistics, TensorFlow, Scikit-learn, Data Visualization, SQL

Soft Skills:
Critical Thinking, Analytical Thinking

Completed several projects related to Data Scientist.","We are hiring a Web Developer.

Required Skills:
Node.js, React, CSS, HTML, Express, REST API, JavaScript

Preferred Soft Skills:
Teamwork, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Master's degree in Artificial Intelligence

Experience:
Fresher

Technical Skills:
Docker, LLM, Python, FastAPI, PyTorch, NLP, Deep Learning

Soft Skills:
Communication, Leadership

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Docker, LLM, Python, FastAPI, PyTorch, NLP, Deep Learning

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Docker, LLM, Python, FastAPI, PyTorch, NLP, Deep Learning",2,Strong Match
